Mom ID,i186,i186,i182,i186,i166,i179,i189,i179,i183,i183,i183,i165,i179,i186,i161,i161,i165,i183,i151,i151,i186,i166,i183,i1705,i1708,i1718,i1714,i1715,i1718,i1713,i1717,i1718,i1899,i1717,i1717,i1705,i1708,i1710,i1899,i1717,i1721,i1721
Birth date,38553,38553,38561,38559,38555,38565,38555,38565,38559,38559,38555,38559,38565,38563,38555,38555,38559,38565,38561,38561,38563,38587,38583,38609,38641,38673,38621,38665,38683,38609,38629,38683,38663,38611,38625,38615,38647,38615,38663,38621,38667,38667
ID,i469,i470,i473,i475,i476,i477,i478,i479,i481,i485,i486,i488,i491,i494,i496,i497,i499,i502,i503,i504,i505,i509,i514,i1889,i1890,i1891,i1892,i1893,i1894,i1895,i1896,i1897,i1898,i1900,i1901,i1902,i1903,i1904,i1905,i1906,i1907,i1908
Vial,MC1,mc2,mc3,mc4,mc5,mc5,mc6,mc6,mc7,mc8,mc9,mc10,mc11,mc12,mc13,mc14,mc15,mc16,mc17,mc18,mc19,mc4,mc7,mc1,mc1,mc1,mc2,mc2,mc2,mc3,mc3,mc3,mc4,mc5,mc5,mc6,mc6,mc7,mc7,mc8,mc8,mc9
Age ,1,2,5,7,8,9,10,11,13,17,18,20,23,26,28,29,31,34,35,36,37,41,46,51,52,53,54,55,56,57,58,59,60,62,63,64,65,66,67,68,69,70
1.000,0.792,0.831,0.864,0.864,0.864,0.815,0.840,0.840,0.790,0.840,0.815,0.815,0.864,0.790,0.790,0.765,0.790,0.864,0.864,0.864,0.815,0.864,0.790,0.864,0.840,0.840,0.840,0.864,0.840,0.840,0.790,0.840,0.840,0.864,0.864,0.864,0.840,0.790,0.840,0.840,0.864,0.864
3.000,1.037,1.037,1.185,1.160,1.086,1.111,1.111,1.037,0.963,0.988,0.988,1.012,1.086,1.037,1.136,1.012,1.037,0.914,1.086,1.185,1.210,1.086,1.279,1.086,0.957,1.136,1.012,0.963,1.062,0.988,1.037,0.963,1.012,0.988,1.111,1.111,0.995,0.988,1.136,1.037,1.109,1.011
33.000,2.494,2.469,2.272,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,2.321,2.222,-1.000,-1.000,-1.000,2.370,2.148,2.148,-1.000,2.346,-1.000,2.321,-1.000,-1.000,-1.000,-1.000,,-1.000,-1.000,,-1.000,2.247,,,-1.000,2.272,-1.000,1.951,-1.000,-1.000,2.099,,
35.000,2.494,2.469,2.272,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,2.296,-1.000,-1.000,-1.000,2.444,2.148,2.321,-1.000,2.370,-1.000,2.321,-1.000,-1.000,-1.000,-1.000,,-1.000,-1.000,,-1.000,2.321,,,-1.000,2.272,-1.000,2.025,-1.000,-1.000,2.032,,
37.000,-1.000,2.519,2.321,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,2.222,-1.000,-1.000,-1.000,2.346,2.148,2.321,-1.000,2.370,-1.000,2.370,-1.000,-1.000,-1.000,-1.000,,-1.000,-1.000,,-1.000,2.272,,,-1.000,2.222,-1.000,1.975,-1.000,-1.000,2.000,,
39.000,-1.000,2.543,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,2.272,-1.000,-1.000,-1.000,2.370,2.099,2.198,-1.000,2.272,-1.000,2.148,-1.000,-1.000,-1.000,-1.000,,-1.000,-1.000,,-1.000,2.321,,,-1.000,2.272,-1.000,1.975,-1.000,-1.000,-1.000,,
41.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,2.321,-1.000,-1.000,-1.000,2.469,-1.000,2.198,-1.000,2.272,-1.000,2.222,-1.000,-1.000,-1.000,-1.000,,-1.000,-1.000,,-1.000,2.335,,,-1.000,2.296,-1.000,-1.000,-1.000,-1.000,-1.000,,
43.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,2.272,-1.000,2.148,-1.000,-1.000,-1.000,-1.000,,-1.000,-1.000,,-1.000,2.346,,,-1.000,2.296,-1.000,-1.000,-1.000,-1.000,-1.000,,
45.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,2.346,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,-1.000,-1.000,,-1.000,-1.000,,,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,
47.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,2.272,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,-1.000,-1.000,,-1.000,-1.000,,,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,
49.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,-1.000,-1.000,,-1.000,-1.000,,,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,
51.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,-1.000,-1.000,,-1.000,-1.000,,,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,
53.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,-1.000,-1.000,,-1.000,-1.000,,,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,
55.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,-1.000,-1.000,,-1.000,-1.000,,,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,
57.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,-1.000,-1.000,,-1.000,-1.000,,,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,
59.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,-1.000,-1.000,,-1.000,-1.000,,,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,
61.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,-1.000,-1.000,,-1.000,-1.000,,,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,
63.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,-1.000,-1.000,,-1.000,-1.000,,,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,
65.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,-1.000,-1.000,,-1.000,-1.000,,,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,
67.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,-1.000,-1.000,,-1.000,-1.000,,,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,
69.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,-1.000,-1.000,,-1.000,-1.000,,,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,
71.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,-1.000,-1.000,,-1.000,-1.000,,,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,
73.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,-1.000,-1.000,,-1.000,-1.000,,,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,
75.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,-1.000,-1.000,,-1.000,-1.000,,,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,
77.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,-1.000,-1.000,,-1.000,-1.000,,,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,
79.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,-1.000,-1.000,,-1.000,-1.000,,,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,
81.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,-1.000,-1.000,,-1.000,-1.000,,,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,
83.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,-1.000,-1.000,,-1.000,-1.000,,,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,
85.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,-1.000,-1.000,,-1.000,-1.000,,,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,
87.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,-1.000,-1.000,,-1.000,-1.000,,,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,
89.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,-1.000,-1.000,,-1.000,-1.000,,,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,
91.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,-1.000,-1.000,,-1.000,-1.000,,,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,
93.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,-1.000,-1.000,,-1.000,-1.000,,,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,
95.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,-1.000,-1.000,,-1.000,-1.000,,,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,
97.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,-1.000,-1.000,,-1.000,-1.000,,,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,
99.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,-1.000,-1.000,,-1.000,-1.000,,,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,
101.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,-1.000,-1.000,,-1.000,-1.000,,,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,
103.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,-1.000,-1.000,,-1.000,-1.000,,,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,
105.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,-1.000,-1.000,,-1.000,-1.000,,,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,
107.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,-1.000,-1.000,,-1.000,-1.000,,,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,
109.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,-1.000,-1.000,,-1.000,-1.000,,,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,
111.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,-1.000,-1.000,,-1.000,-1.000,,,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,
113.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,-1.000,-1.000,,-1.000,-1.000,,,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,
115.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,-1.000,-1.000,,-1.000,-1.000,,,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,
117.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,-1.000,-1.000,,-1.000,-1.000,,,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,
119.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,-1.000,-1.000,,-1.000,-1.000,,,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,
121.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,-1.000,-1.000,,-1.000,-1.000,,,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,
123.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,-1.000,-1.000,,-1.000,-1.000,,,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,
125.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,-1.000,-1.000,,-1.000,-1.000,,,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,
127.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,-1.000,-1.000,,-1.000,-1.000,,,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,
129.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,-1.000,-1.000,,-1.000,-1.000,,,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,
131.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,-1.000,-1.000,,-1.000,-1.000,,,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,
